Timestamp [µs],Statusword,Position actual value [Inc],Position demand internal value [Inc],Velocity actual value [RPM],Velocity demand value [RPM],Torque actual value [‰],Torque demand [‰],Position following error [Inc],Velocity following error,Torque following error [‰]
2421006,55,1745075,181516,2992,3000,208,185,-1563559,8,-23
2422006,55,1745892,181516,2991,3000,170,185,-1564376,9,15
2423006,55,1746709,181516,2992,3000,193,185,-1565193,8,-8
2424006,55,1747526,181516,2991,3000,166,185,-1566010,9,19
2425006,55,1748340,181516,2991,3000,205,186,-1566824,9,-19
2426005,55,1749156,181516,2989,3000,176,186,-1567640,11,10
2427006,55,1749975,181516,2990,3000,198,186,-1568459,10,-12
2428006,55,1750793,181516,2992,3000,166,186,-1569277,8,20
2429006,55,1751610,181516,2993,3000,205,185,-1570094,7,-20
2430005,55,1752428,181516,2993,3000,171,185,-1570912,7,14
2431005,55,1753245,181516,2993,3000,206,185,-1571729,7,-21
2432006,55,1754064,181516,2994,3000,165,185,-1572548,6,20
2433005,55,1754883,181516,2995,3000,200,185,-1573367,5,-15
2434005,55,1755701,181516,2996,3000,172,184,-1574185,4,12
2435005,55,1756519,181516,2996,3000,195,185,-1575003,4,-10
2436005,55,1757337,181516,2994,3000,177,185,-1575821,6,8
2437256,55,1758358,181516,2994,3000,166,185,-1576842,6,19
2438256,55,1759176,181516,2995,3000,190,185,-1577660,5,-5
2439006,55,1759790,181516,2995,3000,193,185,-1578274,5,-8
2440006,55,1760607,181516,2993,3000,169,185,-1579091,7,16
2441006,55,1761421,181516,2991,3000,209,186,-1579905,9,-23
2442005,55,1762237,181516,2990,3000,171,186,-1580721,10,15
2443006,55,1763054,181516,2990,3000,199,186,-1581538,10,-13
2444005,55,1763871,181516,2991,3000,166,186,-1582355,9,20
2445006,55,1764689,181516,2991,3000,203,186,-1583173,9,-17
2446005,55,1765504,181516,2990,3000,179,186,-1583988,10,7
2447005,55,1766322,181516,2990,3000,193,187,-1584806,10,-6
2448005,55,1767139,181516,2991,3000,171,186,-1585623,9,15
2449005,55,1767958,181516,2993,3000,201,186,-1586442,7,-15
2450005,55,1768777,181516,2994,3000,174,186,-1587261,6,12
2451005,55,1769594,181516,2994,3000,198,186,-1588078,6,-12
2452005,55,1770412,181516,2993,3000,166,186,-1588896,7,20
2453005,55,1771230,181516,2994,3000,201,186,-1589714,6,-15
2454006,55,1772048,181516,2995,3000,179,185,-1590532,5,6
2455006,55,1772868,181516,2997,3000,194,185,-1591352,3,-9
2456255,55,1773890,181516,2996,3000,190,185,-1592374,4,-5
2457256,55,1774707,181516,2995,3000,177,186,-1593191,5,9
2458006,55,1775321,181516,2995,3000,176,186,-1593805,5,10
2459005,55,1776138,181516,2995,3000,190,186,-1594622,5,-4
2460005,55,1776956,181516,2994,3000,169,186,-1595440,6,17
2461005,55,1777772,181516,2993,3000,205,186,-1596256,7,-19
2462006,55,1778586,181516,2991,3000,179,187,-1597070,9,8
2463006,55,1779404,181516,2990,3000,194,187,-1597888,10,-7
2464005,55,1780219,181516,2990,3000,171,187,-1598703,10,16
2465005,55,1781037,181516,2991,3000,198,187,-1599521,9,-11
2466006,55,1781854,181516,2991,3000,185,187,-1600338,9,2
2467005,55,1782671,181516,2990,3000,194,187,-1601155,10,-7
2468005,55,1783486,181516,2990,3000,176,187,-1601970,10,11
2469005,55,1784305,181516,2992,3000,199,187,-1602789,8,-12
2470006,55,1785125,181516,2994,3000,176,186,-1603609,6,10
2471006,55,1785944,181516,2995,3000,194,186,-1604428,5,-8
2472005,55,1786762,181516,2994,3000,169,186,-1605246,6,17
2473256,55,1787783,181516,2994,3000,179,186,-1606267,6,7
2474257,55,1788602,181516,2996,3000,184,186,-1607086,4,2
2475005,55,1789217,181516,2996,3000,186,186,-1607701,4,0
2476256,55,1790240,181516,2997,3000,186,186,-1608724,3,0
2477005,55,1790853,181516,2996,3000,189,186,-1609337,4,-3
2478006,55,1791670,181516,2995,3000,194,186,-1610154,5,-8
2479005,55,1792487,181516,2994,3000,189,186,-1610971,6,-3
2480005,55,1793305,181516,2994,3000,179,186,-1611789,6,7
2481006,55,1794123,181516,2994,3000,199,187,-1612607,6,-12
2482006,55,1794937,181516,2992,3000,188,187,-1613421,8,-1
2483006,55,1795753,181516,2991,3000,193,187,-1614237,9,-6
2484256,55,1796775,181516,2990,3000,176,188,-1615259,10,12
2485006,55,1797387,181516,2991,3000,189,187,-1615871,9,-2
2486005,55,1798205,181516,2991,3000,191,187,-1616689,9,-4
2487005,55,1799022,181516,2991,3000,184,187,-1617506,9,3
2488256,55,1800044,181516,2991,3000,176,187,-1618528,9,11
2489256,55,1800862,181516,2992,3000,191,187,-1619346,8,-4
2490006,55,1801475,181516,2993,3000,182,187,-1619959,7,5
2491006,55,1802295,181516,2995,3000,184,187,-1620779,5,3
2492006,55,1803111,181516,2995,3000,181,187,-1621595,5,6
2493005,55,1803930,181516,2995,3000,191,187,-1622414,5,-4
2494006,55,1804748,181516,2995,3000,188,187,-1623232,5,-1
2495005,55,1805568,181516,2996,3000,180,186,-1624052,4,6
2496005,55,1806387,181516,2997,3000,180,186,-1624871,3,6
2497005,55,1807206,181516,2997,3000,180,186,-1625690,3,6
2498005,55,1808022,181516,2996,3000,194,187,-1626506,4,-7
2499255,55,1808841,181516,2995,3000,177,187,-1627325,5,10
2500005,55,1809657,181516,2995,3000,184,187,-1628141,5,3
2501005,55,1810475,181516,2995,3000,186,187,-1628959,5,1
2502005,55,1811291,181516,2993,3000,189,187,-1629775,7,-2
2503255,55,1812312,181516,2992,3000,206,188,-1630796,8,-18
2504006,55,1812923,181516,2991,3000,184,188,-1631407,9,4
2505006,55,1813741,181516,2992,3000,181,188,-1632225,8,7
2506006,55,1814559,181516,2992,3000,196,188,-1633043,8,-8
2507256,55,1815582,181516,2993,3000,199,188,-1634066,7,-11
2508256,55,1816399,181516,2992,3000,172,188,-1634883,8,16
2509005,55,1817011,181516,2993,3000,188,188,-1635495,7,0
2510005,55,1817830,181516,2994,3000,184,187,-1636314,6,3
2511006,55,1818650,181516,2995,3000,181,187,-1637134,5,6
2512005,55,1819468,181516,2996,3000,189,187,-1637952,4,-2
2513005,55,1820286,181516,2996,3000,189,187,-1638770,4,-2
2514005,55,1821104,181516,2995,3000,190,187,-1639588,5,-3
2515006,55,1821924,181516,2996,3000,175,187,-1640408,4,12
2516006,55,1822742,181516,2997,3000,190,187,-1641226,3,-3
2517006,55,1823561,181516,2998,3000,174,186,-1642045,2,12
2518256,55,1824583,181516,2996,3000,174,187,-1643067,4,13
2519005,55,1825197,181516,2996,3000,177,187,-1643681,4,10
2520005,55,1826013,181516,2995,3000,186,187,-1644497,5,1
2521005,55,1826831,181516,2995,3000,189,187,-1645315,5,-2
2522255,55,1827852,181516,2993,3000,170,188,-1646336,7,18
2523005,55,1828464,181516,2993,3000,182,188,-1646948,7,6
2524005,55,1829280,181516,2991,3000,181,189,-1647764,9,8
2525005,55,1830098,181516,2991,3000,181,188,-1648582,9,7
2526255,55,1831121,181516,2992,3000,177,188,-1649605,8,11
2527006,55,1831735,181516,2993,3000,172,188,-1650219,7,16
2528005,55,1832551,181516,2993,3000,190,188,-1651035,7,-2
2529005,55,1833369,181516,2994,3000,179,188,-1651853,6,9
2530256,55,1834394,181516,2996,3000,171,187,-1652878,4,16
2531005,55,1835009,181516,2997,3000,175,187,-1653493,3,12
2532006,55,1835829,181516,2998,3000,185,187,-1654313,2,2
2533006,55,1836646,181516,2998,3000,186,187,-1655130,2,1
2534006,55,1837465,181516,2998,3000,195,187,-1655949,2,-8
2535005,55,1838285,181516,2998,3000,174,187,-1656769,2,13
2536006,55,1839103,181516,2999,3000,193,187,-1657587,1,-6
2537005,55,1839924,181516,3000,3000,172,186,-1658408,0,14
2538006,55,1840743,181516,3000,3000,204,186,-1659227,0,-18
2539006,55,1841560,181516,2998,3000,172,187,-1660044,2,15
2540005,55,1842378,181516,2997,3000,190,187,-1660862,3,-3
2541005,55,1843197,181516,2996,3000,185,187,-1661681,4,2
2542006,55,1844015,181516,2996,3000,193,187,-1662499,4,-6
2543005,55,1844833,181516,2996,3000,177,188,-1663317,4,11
2544005,55,1845650,181516,2994,3000,189,188,-1664134,6,-1
2545006,55,1846467,181516,2994,3000,182,188,-1664951,6,6
2546005,55,1847285,181516,2994,3000,200,188,-1665769,6,-12
2547256,55,1848309,181516,2996,3000,200,187,-1666793,4,-13
2548006,55,1848922,181516,2996,3000,196,187,-1667406,4,-9
2549006,55,1849741,181516,2997,3000,170,187,-1668225,3,17
2550006,55,1850561,181516,2997,3000,199,187,-1669045,3,-12
2551006,55,1851381,181516,2999,3000,174,187,-1669865,1,13
2552006,55,1852200,181516,3000,3000,188,187,-1670684,0,-1
2553006,55,1853021,181516,3001,3000,180,186,-1671505,-1,6
2554006,55,1853840,181516,3000,3000,193,186,-1672324,0,-7
2555006,55,1854661,181516,3001,3000,169,186,-1673145,-1,17
2556006,55,1855480,181516,3000,3000,194,186,-1673964,0,-8
2557006,55,1856300,181516,3002,3000,174,186,-1674784,-2,12
2558006,55,1857120,181516,3002,3000,198,186,-1675604,-2,-12
2559006,55,1857940,181516,3001,3000,172,186,-1676424,-1,14
2560006,55,1858757,181516,3000,3000,193,186,-1677241,0,-7
2561006,55,1859576,181516,2999,3000,184,187,-1678060,1,3
2562006,55,1860395,181516,2999,3000,191,187,-1678879,1,-4
2563006,55,1861215,181516,2999,3000,175,187,-1679699,1,12
2564006,55,1862031,181516,2997,3000,191,187,-1680515,3,-4
2565006,55,1862849,181516,2997,3000,179,187,-1681333,3,8
2566005,55,1863669,181516,2997,3000,205,187,-1682153,3,-18
2567006,55,1864489,181516,2998,3000,166,187,-1682973,2,21
2568005,55,1865308,181516,2999,3000,193,187,-1683792,1,-6
2569006,55,1866128,181516,3000,3000,177,186,-1684612,0,9
2570256,55,1866948,181516,3000,3000,199,186,-1685432,0,-13
2571006,55,1867769,181516,3001,3000,172,186,-1686253,-1,14
2572006,55,1868590,181516,3002,3000,177,186,-1687074,-2,9
2573006,55,1869409,181516,3003,3000,181,186,-1687893,-3,5
2574256,55,1870435,181516,3003,3000,175,185,-1688919,-3,10
2575006,55,1871051,181516,3003,3000,172,185,-1689535,-3,13
2576006,55,1871871,181516,3003,3000,195,186,-1690355,-3,-9
2577006,55,1872693,181516,3004,3000,174,185,-1691177,-4,11
2578006,55,1873512,181516,3005,3000,198,185,-1691996,-5,-13
2579006,55,1874332,181516,3004,3000,171,185,-1692816,-4,14
2580006,55,1875151,181516,3002,3000,185,186,-1693635,-2,1
2581006,55,1875969,181516,3001,3000,179,186,-1694453,-1,7
2582256,55,1876994,181516,3000,3000,164,186,-1695478,0,22
2583006,55,1877608,181516,3000,3000,176,186,-1696092,0,10
2584006,55,1878425,181516,2999,3000,184,187,-1696909,1,3
2585005,55,1879243,181516,2998,3000,174,187,-1697727,2,13
2586256,55,1880062,181516,2997,3000,198,187,-1698546,3,-11
2587005,55,1880881,181516,2998,3000,169,187,-1699365,2,18
2588006,55,1881702,181516,3000,3000,199,186,-1700186,0,-13
2589006,55,1882523,181516,3001,3000,181,186,-1701007,-1,5
2590255,55,1883547,181516,3000,3000,165,186,-1702031,0,21
2591006,55,1884161,181516,3001,3000,177,186,-1702645,-1,9
2592005,55,1884982,181516,3001,3000,176,186,-1703466,-1,10
2593256,55,1886007,181516,3002,3000,193,186,-1704491,-2,-7
2594006,55,1886621,181516,3002,3000,198,186,-1705105,-2,-12
2595006,55,1887442,181516,3002,3000,175,186,-1705926,-2,11
2596005,55,1888261,181516,3002,3000,191,186,-1706745,-2,-5
2597005,55,1889082,181516,3003,3000,175,185,-1707566,-3,10
2598006,55,1889903,181516,3003,3000,200,185,-1708387,-3,-15
2599006,55,1890722,181516,3002,3000,172,186,-1709206,-2,14
2600006,55,1891539,181516,3000,3000,191,186,-1710023,0,-5
2601256,55,1892561,181516,2998,3000,206,187,-1711045,2,-19
2602006,55,1893174,181516,2997,3000,186,187,-1711658,3,1
2603006,55,1893992,181516,2996,3000,180,187,-1712476,4,7
2604005,55,1894809,181516,2994,3000,190,188,-1713293,6,-2
2605006,55,1895626,181516,2994,3000,177,188,-1714110,6,11
2606256,55,1896646,181516,2993,3000,179,188,-1715130,7,9
2607006,55,1897259,181516,2992,3000,176,188,-1715743,8,12
2608006,55,1898077,181516,2992,3000,198,188,-1716561,8,-10
2609005,55,1898895,181516,2993,3000,176,188,-1717379,7,12
